"Window_Scheme","Window_Type","Window_Size","Train_Start_Index","Train_End_Index","Train_Periods","Train_Range_Label","Test_Index","Test_Period","Feature_Scheme","Predictors","N_Predictors","Train_N","Train_Pos","Train_Neg","Test_N","Test_Pos","Test_Neg","Model","Tune_CV_AUC","Train_AUC","Test_AUC","Error","Has_Test_AUC","Run_Status","Regression_Selected_Train_AUC_FixedOnly","Regression_Selected_Test_AUC_FixedOnly","Delta_Test_AUC_vs_Selected_Regression","Delta_Train_AUC_vs_Selected_Regression"
"rolling_width_10","rolling",10,1,10,"Mos99,Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17","Mos99-Kan17 -> HK19",11,"HK19","2_HA_dN_Only","HA",1,636,82,554,24,9,15,"SVM_Radial",0.696187087346579,0.684170555604473,0.837037037037037,NA,TRUE,"OK",0.699084265210883,0.807407407407407,0.02962962962963,-0.0149137096064099
"rolling_width_10","rolling",10,1,10,"Mos99,Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17","Mos99-Kan17 -> HK19",11,"HK19","2_HA_dN_Only","HA",1,636,82,554,24,9,15,"RandomForest",0.724537708507514,0.986594170995862,0.444444444444444,NA,TRUE,"OK",0.699084265210883,0.807407407407407,-0.362962962962963,0.287509905784979
"rolling_width_10","rolling",10,1,10,"Mos99,Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17","Mos99-Kan17 -> HK19",11,"HK19","2_HA_dN_Only","HA",1,636,82,554,24,9,15,"XGBoost",0.679741974075056,0.703894074139297,0.5,NA,TRUE,"OK",0.699084265210883,0.807407407407407,-0.307407407407407,0.00480980892841432
"rolling_width_10","rolling",10,1,10,"Mos99,Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17","Mos99-Kan17 -> HK19",11,"HK19","2_HA_dN_Only","HA",1,636,82,554,24,9,15,"DNN",0.753232585147649,0.689343576648763,0.888888888888889,NA,TRUE,"OK",0.699084265210883,0.807407407407407,0.0814814814814818,-0.00974068856212007
"rolling_width_10","rolling",10,1,10,"Mos99,Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17","Mos99-Kan17 -> HK19",11,"HK19","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,636,82,554,24,9,15,"Logistic",NA,0.743924451879898,0.696296296296296,NA,TRUE,"OK",0.699084265210883,0.807407407407407,-0.111111111111111,0.0448401866690149
"rolling_width_10","rolling",10,1,10,"Mos99,Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17","Mos99-Kan17 -> HK19",11,"HK19","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,636,82,554,24,9,15,"Ridge",0.62885706331242,0.672756890023774,0.725925925925926,NA,TRUE,"OK",0.699084265210883,0.807407407407407,-0.081481481481481,-0.026327375187109
"rolling_width_10","rolling",10,1,10,"Mos99,Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17","Mos99-Kan17 -> HK19",11,"HK19","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,636,82,554,24,9,15,"Lasso",0.632821814440207,0.722043673505327,0.77037037037037,NA,TRUE,"OK",0.699084265210883,0.807407407407407,-0.0370370370370366,0.0229594082944441
"rolling_width_10","rolling",10,1,10,"Mos99,Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17","Mos99-Kan17 -> HK19",11,"HK19","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,636,82,554,24,9,15,"SVM_Radial",0.770425445110581,0.8260103900678,0.577777777777778,NA,TRUE,"OK",0.699084265210883,0.807407407407407,-0.229629629629629,0.126926124856917
"rolling_width_10","rolling",10,1,10,"Mos99,Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17","Mos99-Kan17 -> HK19",11,"HK19","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,636,82,554,24,9,15,"RandomForest",0.676721372983181,1,0.703703703703704,NA,TRUE,"OK",0.699084265210883,0.807407407407407,-0.103703703703703,0.300915734789117
"rolling_width_10","rolling",10,1,10,"Mos99,Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17","Mos99-Kan17 -> HK19",11,"HK19","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,636,82,554,24,9,15,"XGBoost",0.732446631196032,0.93470987056441,0.637037037037037,NA,TRUE,"OK",0.699084265210883,0.807407407407407,-0.17037037037037,0.235625605353527
"rolling_width_10","rolling",10,1,10,"Mos99,Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17","Mos99-Kan17 -> HK19",11,"HK19","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,636,82,554,24,9,15,"DNN",0.721016655394459,0.788214317161222,0.592592592592593,NA,TRUE,"OK",0.699084265210883,0.807407407407407,-0.214814814814814,0.0891300519503392
"rolling_width_10","rolling",10,1,10,"Mos99,Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17","Mos99-Kan17 -> HK19",11,"HK19","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,636,82,554,24,9,15,"Logistic",NA,0.809302632737519,0.77037037037037,NA,TRUE,"OK",0.699084265210883,0.807407407407407,-0.0370370370370366,0.110218367526636
"rolling_width_10","rolling",10,1,10,"Mos99,Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17","Mos99-Kan17 -> HK19",11,"HK19","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,636,82,554,24,9,15,"Ridge",0.63214348528722,0.661200140882275,0.748148148148148,NA,TRUE,"OK",0.699084265210883,0.807407407407407,-0.0592592592592589,-0.0378841243286077
"rolling_width_10","rolling",10,1,10,"Mos99,Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17","Mos99-Kan17 -> HK19",11,"HK19","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,636,82,554,24,9,15,"Lasso",0.675636823072792,0.689750814475654,0.851851851851852,NA,TRUE,"OK",0.699084265210883,0.807407407407407,0.0444444444444448,-0.00933345073522918
"rolling_width_10","rolling",10,1,10,"Mos99,Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17","Mos99-Kan17 -> HK19",11,"HK19","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,636,82,554,24,9,15,"SVM_Radial",0.71737757334865,0.992999911948578,0.533333333333333,NA,TRUE,"OK",0.699084265210883,0.807407407407407,-0.274074074074074,0.293915646737695
"rolling_width_10","rolling",10,1,10,"Mos99,Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17","Mos99-Kan17 -> HK19",11,"HK19","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,636,82,554,24,9,15,"RandomForest",0.715274488870536,1,0.8,NA,TRUE,"OK",0.699084265210883,0.807407407407407,-0.00740740740740709,0.300915734789117
"rolling_width_10","rolling",10,1,10,"Mos99,Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17","Mos99-Kan17 -> HK19",11,"HK19","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,636,82,554,24,9,15,"XGBoost",0.703633523827974,0.997952804437792,0.814814814814815,NA,TRUE,"OK",0.699084265210883,0.807407407407407,0.00740740740740775,0.298868539226909
"rolling_width_10","rolling",10,1,10,"Mos99,Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17","Mos99-Kan17 -> HK19",11,"HK19","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,636,82,554,24,9,15,"DNN",0.72992329942608,0.833472748084882,0.733333333333333,NA,TRUE,"OK",0.699084265210883,0.807407407407407,-0.0740740740740737,0.134388482873999
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,584,84,500,26,9,17,"Logistic",NA,0.760095238095238,0.640522875816993,NA,TRUE,"OK",0.760261904761905,0.928104575163399,-0.287581699346406,-0.000166666666666981
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,584,84,500,26,9,17,"Ridge",0.74634701414898,0.760261904761905,0.647058823529412,NA,TRUE,"OK",0.760261904761905,0.928104575163399,-0.281045751633987,-2.22044604925031e-16
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,584,84,500,26,9,17,"Lasso",0.829534525100204,0.750452380952381,0.464052287581699,NA,TRUE,"OK",0.760261904761905,0.928104575163399,-0.4640522875817,-0.00980952380952405
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,584,84,500,26,9,17,"SVM_Radial",0.752225699235605,0.89897619047619,0.549019607843137,NA,TRUE,"OK",0.760261904761905,0.928104575163399,-0.379084967320262,0.138714285714285
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,584,84,500,26,9,17,"RandomForest",0.73864844109337,1,0.777777777777778,NA,TRUE,"OK",0.760261904761905,0.928104575163399,-0.150326797385621,0.239738095238095
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,584,84,500,26,9,17,"XGBoost",0.75293417493484,0.949797619047619,0.813725490196078,NA,TRUE,"OK",0.760261904761905,0.928104575163399,-0.114379084967321,0.189535714285714
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,584,84,500,26,9,17,"DNN",0.74272667663228,0.827,0.738562091503268,NA,TRUE,"OK",0.760261904761905,0.928104575163399,-0.189542483660131,0.066738095238095
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","2_HA_dN_Only","HA",1,584,84,500,26,9,17,"Logistic",NA,0.750452380952381,0.464052287581699,NA,TRUE,"OK",0.760261904761905,0.928104575163399,-0.4640522875817,-0.00980952380952405
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","2_HA_dN_Only","HA",1,584,84,500,26,9,17,"Ridge",NA,0.750452380952381,0.464052287581699,NA,TRUE,"OK",0.760261904761905,0.928104575163399,-0.4640522875817,-0.00980952380952405
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","2_HA_dN_Only","HA",1,584,84,500,26,9,17,"Lasso",NA,0.750452380952381,0.464052287581699,NA,TRUE,"OK",0.760261904761905,0.928104575163399,-0.4640522875817,-0.00980952380952405
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","2_HA_dN_Only","HA",1,584,84,500,26,9,17,"SVM_Radial",0.77880729543115,0.738952380952381,0.607843137254902,NA,TRUE,"OK",0.760261904761905,0.928104575163399,-0.320261437908497,-0.0213095238095241
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","2_HA_dN_Only","HA",1,584,84,500,26,9,17,"RandomForest",0.68401970125063,0.987523809523809,0.545751633986928,NA,TRUE,"OK",0.760261904761905,0.928104575163399,-0.382352941176471,0.227261904761904
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","2_HA_dN_Only","HA",1,584,84,500,26,9,17,"XGBoost",0.731610603248133,0.907178571428571,0.624183006535948,NA,TRUE,"OK",0.760261904761905,0.928104575163399,-0.303921568627451,0.146916666666666
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","2_HA_dN_Only","HA",1,584,84,500,26,9,17,"DNN",0.82596866991918,0.750452380952381,0.464052287581699,NA,TRUE,"OK",0.760261904761905,0.928104575163399,-0.4640522875817,-0.00980952380952405
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,584,84,500,26,9,17,"Logistic",NA,0.77197619047619,0.738562091503268,NA,TRUE,"OK",0.760261904761905,0.928104575163399,-0.189542483660131,0.0117142857142855
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,584,84,500,26,9,17,"Ridge",0.777699271196093,0.737380952380952,0.947712418300654,NA,TRUE,"OK",0.760261904761905,0.928104575163399,0.0196078431372546,-0.0228809523809527
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,584,84,500,26,9,17,"Lasso",0.831386376952056,0.75597619047619,0.437908496732026,NA,TRUE,"OK",0.760261904761905,0.928104575163399,-0.490196078431373,-0.00428571428571456
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,584,84,500,26,9,17,"SVM_Radial",0.756160131524191,0.818809523809524,0.901960784313726,NA,TRUE,"OK",0.760261904761905,0.928104575163399,-0.0261437908496734,0.0585476190476187
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,584,84,500,26,9,17,"RandomForest",0.726168735078958,1,0.915032679738562,NA,TRUE,"OK",0.760261904761905,0.928104575163399,-0.0130718954248369,0.239738095238095
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,584,84,500,26,9,17,"XGBoost",0.730765203035679,0.96947619047619,0.869281045751634,NA,TRUE,"OK",0.760261904761905,0.928104575163399,-0.0588235294117649,0.209214285714285
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,584,84,500,26,9,17,"DNN",0.771170767899774,0.829404761904762,0.745098039215686,NA,TRUE,"OK",0.760261904761905,0.928104575163399,-0.183006535947713,0.0691428571428568
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,584,84,500,26,9,17,"Logistic",NA,0.817571428571429,0.594771241830065,NA,TRUE,"OK",0.760261904761905,0.928104575163399,-0.333333333333334,0.0573095238095236
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,584,84,500,26,9,17,"Ridge",0.79549754145038,0.71102380952381,0.986928104575163,NA,TRUE,"OK",0.760261904761905,0.928104575163399,0.0588235294117645,-0.0492380952380955
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,584,84,500,26,9,17,"Lasso",0.812247437413759,0.757714285714286,0.673202614379085,NA,TRUE,"OK",0.760261904761905,0.928104575163399,-0.254901960784314,-0.00254761904761935
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,584,84,500,26,9,17,"SVM_Radial",0.744971677398865,0.981285714285714,0.947712418300654,NA,TRUE,"OK",0.760261904761905,0.928104575163399,0.0196078431372546,0.221023809523809
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,584,84,500,26,9,17,"RandomForest",0.709306931302977,1,0.859477124183007,NA,TRUE,"OK",0.760261904761905,0.928104575163399,-0.0686274509803924,0.239738095238095
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,584,84,500,26,9,17,"XGBoost",0.729684454191033,0.952142857142857,0.666666666666667,NA,TRUE,"OK",0.760261904761905,0.928104575163399,-0.261437908496732,0.191880952380952
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,584,84,500,26,9,17,"DNN",0.731074780427974,0.842261904761905,0.816993464052288,NA,TRUE,"OK",0.760261904761905,0.928104575163399,-0.111111111111111,0.0819999999999997
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,556,87,469,58,8,50,"Logistic",NA,0.796363012523589,0.685,NA,TRUE,"OK",0.793127956277725,0.6675,0.0175000000000001,0.00323505624586395
